trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
71,False,"{'a': 0.99, 'e': 0.4898902730042049}",20,0,7.33534736945902,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
72,False,"{'a': 0.99, 'e': 0.48499137027416284}",20,0,-92.84797149525241,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
73,False,"{'a': 0.99, 'e': 0.4801414565714212}",20,0,-63.31601070914998,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
74,False,"{'a': 0.99, 'e': 0.47534004200570695}",30,7,-46.06176297162917,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
75,False,"{'a': 0.99, 'e': 0.4705866415856499}",20,0,-53.18664522664925,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
76,False,"{'a': 0.99, 'e': 0.46588077516979337}",20,0,-184.09524000195688,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 4}",0
77,False,"{'a': 0.99, 'e': 0.46122196741809546}",25,7,-23.210325987463406,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
78,False,"{'a': 0.99, 'e': 0.4566097477439145}",25,11,-60.47914131332171,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
79,False,"{'a': 0.99, 'e': 0.45204365026647536}",25,14,21.50894411348018,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.99, 'e': 0.4475232137638106}",30,13,11.076079923281698,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.99, 'e': 0.4430479816261725}",25,0,-102.06576305630466,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
82,False,"{'a': 0.99, 'e': 0.43861750180991077}",20,12,1.1491658905152142,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.99, 'e': 0.43423132679181164}",25,9,-51.11759819187865,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
84,False,"{'a': 0.99, 'e': 0.4298890135238935}",25,0,23.426299066227212,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
85,False,"{'a': 0.99, 'e': 0.4255901233886546}",20,12,9.071812988875159,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.99, 'e': 0.421334222154768}",20,0,-13.633099109886928,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
87,False,"{'a': 0.99, 'e': 0.41712087993322033}",30,0,-13.504751800908583,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
88,False,"{'a': 0.99, 'e': 0.41294967113388814}",20,0,-12.829930130764431,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
89,False,"{'a': 0.99, 'e': 0.40882017442254925}",25,0,-88.9887992531782,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
90,False,"{'a': 0.99, 'e': 0.4047319726783238}",25,14,9.247993128715152,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.99, 'e': 0.40068465295154054}",25,10,-31.545670882395967,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
92,False,"{'a': 0.99, 'e': 0.3966778064220251}",25,13,-24.738658870623937,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
