trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
88,False,"{'a': 0.1, 'e': 0.0001507330750954765}",25,8,25.632527700614162,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.1, 'e': 0.0001363889264820114}",30,3,43.52799830468492,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.1, 'e': 0.00012340980408667956}",25,0,26.037754468017024,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
91,False,"{'a': 0.1, 'e': 0.00011166580849011478}",30,13,31.399315109712717,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.1, 'e': 0.00010103940183709324}",30,0,35.70431976115225,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
93,False,"{'a': 0.1, 'e': 9.142423147817327e-05}",20,4,22.581611833959112,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.1, 'e': 8.272406555663223e-05}",20,0,23.20091720368367,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
95,False,"{'a': 0.1, 'e': 7.48518298877006e-05}",25,4,37.799883431040016,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.1, 'e': 6.772873649085378e-05}",35,22,17.34387473973362,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.1, 'e': 6.128349505322202e-05}",20,4,24.18519737287938,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.1, 'e': 5.5451599432176945e-05}",25,0,28.47516791439091,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
99,False,"{'a': 0.1, 'e': 5.017468205617528e-05}",20,0,23.396144478059348,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
100,False,"{'a': 0.1, 'e': 4.5399929762484854e-05}",20,10,18.568095985606625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.1, 'e': 4.107955522530065e-05}",20,3,21.58709468944983,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.1, 'e': 3.7170318684126666e-05}",25,9,24.40025554392121,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.1, 'e': 3.363309518571897e-05}",20,0,26.048536761389027,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
104,False,"{'a': 0.1, 'e': 3.0432483008403625e-05}",30,21,20.076088743188652,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.1, 'e': 2.7536449349747158e-05}",20,10,17.09517371795986,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.1, 'e': 2.491600973150316e-05}",20,0,30.728126708206055,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
